消息发生时间,[消息发布时间][时间_系统RTC],[消息发布者ID][功能单元ID],[主备状态],[数据生成时间][时间_任务时间],[数据生成时间1][时间_任务时间],[有效性_俯仰角],[有效性_横滚角],[有效性_真航角],[有效性_俯仰角速率],[有效性_横滚角速率],[有效性_航向角速率],[有效性_俯仰角加速度],[有效性_横滚角加速度],[有效性_航向角加速度],[有效性_速度北向],[有效性_速度西向],[有效性_速度天向],[有效性_加速度北向],[有效性_加速度西向],[有效性_加速度天向],[有效性_惯性攻角],[有效性_惯性侧滑角],[有效性_偏流角],[有效性_航迹角],[有效性_位置],[有效性_惯性气压高度],[有效性_地速],[载机俯仰角][_角度_毫弧度],[载机横滚角][_角度_毫弧度],[载机真航角][_角度_毫弧度],[载机俯仰角速率][_角速率],[载机横滚角速率][_角速率],[载机航向角速率][_角速率],[载机俯仰角加速度][_角加速度],[载机横滚角加速度][_角加速度],[载机航向角加速度][_角加速度],[载机平台系速度][速度_北向][_速度],[载机平台系速度][速度_西向][_速度],[载机平台系速度][速度_天向][_速度],[载机平台系加速度][加速度_北向][_加速度],[载机平台系加速度][加速度_西向][_加速度],[载机平台系加速度][加速度_天向][_加速度],[载机惯性攻角][_角度_毫弧度],[载机侧滑角][_角度_毫弧度],[载机偏流角][_角度_毫弧度],[载机航迹角][_角度_毫弧度],[载机爬升角][_角度_毫弧度],[载机位置数据][_纬度],[载机位置数据][_经度],[载机惯性气压高度][_高度],[载机惯性气压参考高度][_高度],[载机地速][_速度]
26:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.45374645,1.143764039,2340,-0.895344306,-0.486742271,50,0.1,0.1,0.1,303.6,-23.4,7.68,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90268,116.40268,4268,4000,304.5004433
27:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.2737988,1.095033435,2350,-0.904072142,-0.487861679,50,0.1,0.1,0.1,304,-23.5,7.7,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9027,116.4027,4270,4000,304.906953
27:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.0921417,1.046193329,2360,-0.912438361,-0.488932301,50,0.1,0.1,0.1,304.4,-23.6,7.72,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90272,116.40272,4272,4000,305.3134782
27:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.90884779,0.997248605,2370,-0.920439618,-0.489954031,50,0.1,0.1,0.1,304.8,-23.7,7.74,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90274,116.40274,4274,4000,305.720019
27:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.72399039,0.948204156,2380,-0.92807271,-0.490926765,50,0.1,0.1,0.1,305.2,-23.8,7.76,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90276,116.40276,4276,4000,306.1265751
27:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.53764345,0.899064888,2390,-0.935334586,-0.491850407,50,0.1,0.1,0.1,305.6,-23.9,7.78,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90278,116.40278,4278,4000,306.5331467
28:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.3498815,0.849835715,2400,-0.942222341,-0.492724865,50,0.1,0.1,0.1,306,-24,7.8,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9028,116.4028,4280,4000,306.9397335
28:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.16077964,0.800521558,2410,-0.948733219,-0.493550051,50,0.1,0.1,0.1,306.4,-24.1,7.82,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90282,116.40282,4282,4000,307.3463356
28:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.97041351,0.75112735,2420,-0.954864616,-0.494325881,50,0.1,0.1,0.1,306.8,-24.2,7.84,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90284,116.40284,4284,4000,307.7529529
28:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.77885926,0.701658029,2430,-0.960614081,-0.49505228,50,0.1,0.1,0.1,307.2,-24.3,7.86,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90286,116.40286,4286,4000,308.1595853
28:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.5861935,0.652118544,2440,-0.965979312,-0.495729174,50,0.1,0.1,0.1,307.6,-24.4,7.88,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90288,116.40288,4288,4000,308.5662328
29:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.39249329,0.602513847,2450,-0.970958165,-0.496356496,50,0.1,0.1,0.1,308,-24.5,7.9,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9029,116.4029,4290,4000,308.9728953
29:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.19783612,0.552848899,2460,-0.975548648,-0.496934182,50,0.1,0.1,0.1,308.4,-24.6,7.92,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90292,116.40292,4292,4000,309.3795727
29:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.00229985,0.503128667,2470,-0.979748924,-0.497462175,50,0.1,0.1,0.1,308.8,-24.7,7.94,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90294,116.40294,4294,4000,309.786265
29:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.80596268,0.453358122,2480,-0.983557313,-0.497940422,50,0.1,0.1,0.1,309.2,-24.8,7.96,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90296,116.40296,4296,4000,310.1929722
29:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.60890315,0.403542242,2490,-0.986972293,-0.498368876,50,0.1,0.1,0.1,309.6,-24.9,7.98,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90298,116.40298,4298,4000,310.5996941
30:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.41120008,0.353686008,2500,-0.989992497,-0.498747493,50,0.1,0.1,0.1,310,-25,8,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.903,116.403,4300,4000,311.0064308
30:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.21293255,0.303794406,2510,-0.992616717,-0.499076236,50,0.1,0.1,0.1,310.4,-25.1,8.02,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90302,116.40302,4302,4000,311.4131821
30:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.01417986,0.253872425,2520,-0.994843903,-0.499355072,50,0.1,0.1,0.1,310.8,-25.2,8.04,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90304,116.40304,4304,4000,311.819948
30:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.81502152,0.203925056,2530,-0.996673166,-0.499583973,50,0.1,0.1,0.1,311.2,-25.3,8.06,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90306,116.40306,4306,4000,312.2267285
30:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.61553717,0.153957295,2540,-0.998103772,-0.499762915,50,0.1,0.1,0.1,311.6,-25.4,8.08,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90308,116.40308,4308,4000,312.6335235
31:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.41580662,0.103974139,2550,-0.99913515,-0.499891882,50,0.1,0.1,0.1,312,-25.5,8.1,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9031,116.4031,4310,4000,313.0403329
31:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.21590976,0.053980585,2560,-0.999766888,-0.49997086,50,0.1,0.1,0.1,312.4,-25.6,8.12,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90312,116.40312,4312,4000,313.4471566
31:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.01592653,0.003981634,2570,-0.999998732,-0.499999841,50,0.1,0.1,0.1,312.8,-25.7,8.14,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90314,116.40314,4314,4000,313.8539947
31:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.81593693,-0.046017716,2580,-0.99983059,-0.499978823,50,0.1,0.1,0.1,313.2,-25.8,8.16,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90316,116.40316,4316,4000,314.2608471
31:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.61602095,-0.096012465,2590,-0.999262529,-0.499907808,50,0.1,0.1,0.1,313.6,-25.9,8.18,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90318,116.40318,4318,4000,314.6677136
32:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.41625857,-0.145997612,2600,-0.998294776,-0.499786802,50,0.1,0.1,0.1,314,-26,8.2,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9032,116.4032,4320,4000,315.0745943
32:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.21672967,-0.195968159,2610,-0.996927718,-0.499615817,50,0.1,0.1,0.1,314.4,-26.1,8.22,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90322,116.40322,4322,4000,315.4814892
32:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.01751406,-0.24591911,2620,-0.995161903,-0.499394872,50,0.1,0.1,0.1,314.8,-26.2,8.24,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90324,116.40324,4324,4000,315.888398
32:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.81869144,-0.295845469,2630,-0.992998037,-0.499123987,50,0.1,0.1,0.1,315.2,-26.3,8.26,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90326,116.40326,4326,4000,316.2953209
32:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.62034133,-0.345742243,2640,-0.990436984,-0.498803191,50,0.1,0.1,0.1,315.6,-26.4,8.28,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90328,116.40328,4328,4000,316.7022576
33:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.42254306,-0.395604444,2650,-0.98747977,-0.498432514,50,0.1,0.1,0.1,316,-26.5,8.3,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9033,116.4033,4330,4000,317.1092083
33:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.22537575,-0.445427085,2660,-0.984127577,-0.498011995,50,0.1,0.1,0.1,316.4,-26.6,8.32,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90332,116.40332,4332,4000,317.5161728
33:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.02891827,-0.495205183,2670,-0.980381746,-0.497541675,50,0.1,0.1,0.1,316.8,-26.7,8.34,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90334,116.40334,4334,4000,317.9231511
33:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.8332492,-0.544933761,2680,-0.976243776,-0.497021601,50,0.1,0.1,0.1,317.2,-26.8,8.36,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90336,116.40336,4336,4000,318.3301431
33:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.63844679,-0.594607846,2690,-0.971715321,-0.496451826,50,0.1,0.1,0.1,317.6,-26.9,8.38,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90338,116.40338,4338,4000,318.7371488
34:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.44458898,-0.644222471,2700,-0.966798193,-0.495832405,50,0.1,0.1,0.1,318,-27,8.4,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9034,116.4034,4340,4000,319.144168
34:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.2517533,-0.693772675,2710,-0.961494358,-0.495163402,50,0.1,0.1,0.1,318.4,-27.1,8.42,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90342,116.40342,4342,4000,319.5512009
34:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.06001688,-0.743253501,2720,-0.955805939,-0.494444883,50,0.1,0.1,0.1,318.8,-27.2,8.44,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90344,116.40344,4344,4000,319.9582473
34:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.86945641,-0.792660003,2730,-0.94973521,-0.49367692,50,0.1,0.1,0.1,319.2,-27.3,8.46,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90346,116.40346,4346,4000,320.3653071
34:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.68014812,-0.84198724,2740,-0.943284599,-0.492859589,50,0.1,0.1,0.1,319.6,-27.4,8.48,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90348,116.40348,4348,4000,320.7723804
35:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.49216772,-0.891230278,2750,-0.936456687,-0.491992973,50,0.1,0.1,0.1,320,-27.5,8.5,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9035,116.4035,4350,4000,321.179467
35:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.30559041,-0.940384194,2760,-0.929254205,-0.491077159,50,0.1,0.1,0.1,320.4,-27.6,8.52,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90352,116.40352,4352,4000,321.5865669
35:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.12049082,-0.989444073,2770,-0.921680034,-0.490112236,50,0.1,0.1,0.1,320.8,-27.7,8.54,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90354,116.40354,4354,4000,321.9936801
35:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.93694298,-1.038405008,2780,-0.913737203,-0.489098303,50,0.1,0.1,0.1,321.2,-27.8,8.56,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90356,116.40356,4356,4000,322.4008065
35:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.75502031,-1.087262103,2790,-0.905428889,-0.488035461,50,0.1,0.1,0.1,321.6,-27.9,8.58,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90358,116.40358,4358,4000,322.807946
36:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.57479557,-1.136010473,2800,-0.896758416,-0.486923815,50,0.1,0.1,0.1,322,-28,8.6,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9036,116.4036,4360,4000,323.2150987
36:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.39634085,-1.184645243,2810,-0.887729252,-0.485763478,50,0.1,0.1,0.1,322.4,-28.1,8.62,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90362,116.40362,4362,4000,323.6222644
36:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.21972754,-1.23316155,2820,-0.878345007,-0.484554564,50,0.1,0.1,0.1,322.8,-28.2,8.64,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90364,116.40364,4364,4000,324.0294431
36:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.04502627,-1.281554541,2830,-0.868609437,-0.483297196,50,0.1,0.1,0.1,323.2,-28.3,8.66,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90366,116.40366,4366,4000,324.4366348
36:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.87230693,-1.329819378,2840,-0.858526434,-0.481991498,50,0.1,0.1,0.1,323.6,-28.4,8.68,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90368,116.40368,4368,4000,324.8438394
37:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.70163859,-1.377951234,2850,-0.848100032,-0.480637601,50,0.1,0.1,0.1,324,-28.5,8.7,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9037,116.4037,4370,4000,325.2510569
37:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.53308953,-1.425945296,2860,-0.837334401,-0.479235642,50,0.1,0.1,0.1,324.4,-28.6,8.72,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90372,116.40372,4372,4000,325.6582872
37:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.36672716,-1.473796765,2870,-0.826233848,-0.477785758,50,0.1,0.1,0.1,324.8,-28.7,8.74,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90374,116.40374,4374,4000,326.0655302
37:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.20261802,-1.521500855,2880,-0.814802812,-0.476288097,50,0.1,0.1,0.1,325.2,-28.8,8.76,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90376,116.40376,4376,4000,326.472786
37:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.04082776,-1.569052797,2890,-0.803045866,-0.474742807,50,0.1,0.1,0.1,325.6,-28.9,8.78,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90378,116.40378,4378,4000,326.8800545
38:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.88142109,-1.616447834,2900,-0.790967712,-0.473150044,50,0.1,0.1,0.1,326,-29,8.8,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9038,116.4038,4380,4000,327.2873355
38:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.72446177,-1.663681228,2910,-0.778573182,-0.471509966,50,0.1,0.1,0.1,326.4,-29.1,8.82,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90382,116.40382,4382,4000,327.6946292
38:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.57001258,-1.710748256,2920,-0.765867232,-0.469822737,50,0.1,0.1,0.1,326.8,-29.2,8.84,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90384,116.40384,4384,4000,328.1019354
38:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.4181353,-1.75764421,2930,-0.752854947,-0.468088526,50,0.1,0.1,0.1,327.2,-29.3,8.86,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90386,116.40386,4386,4000,328.5092541
38:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.26889068,-1.804364401,2940,-0.739541529,-0.466307507,50,0.1,0.1,0.1,327.6,-29.4,8.88,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90388,116.40388,4388,4000,328.9165852
39:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,43.12233841,-1.850904157,2950,-0.725932304,-0.464479858,50,0.1,0.1,0.1,328,-29.5,8.9,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9039,116.4039,4390,4000,329.3239287
39:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.97853711,-1.897258824,2960,-0.712032716,-0.46260576,50,0.1,0.1,0.1,328.4,-29.6,8.92,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90392,116.40392,4392,4000,329.7312845
39:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.83754431,-1.943423767,2970,-0.697848325,-0.460685403,50,0.1,0.1,0.1,328.8,-29.7,8.94,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90394,116.40394,4394,4000,330.1386527
39:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.69941639,-1.989394369,2980,-0.683384804,-0.458718978,50,0.1,0.1,0.1,329.2,-29.8,8.96,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90396,116.40396,4396,4000,330.5460331
39:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.56420861,-2.035166033,2990,-0.668647937,-0.456706681,50,0.1,0.1,0.1,329.6,-29.9,8.98,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90398,116.40398,4398,4000,330.9534257
40:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.43197505,-2.080734183,3000,-0.653643621,-0.454648713,50,0.1,0.1,0.1,330,-30,9,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.904,116.404,4400,4000,331.3608305
40:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.30276859,-2.12609426,3010,-0.638377856,-0.452545282,50,0.1,0.1,0.1,330.4,-30.1,9.02,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90402,116.40402,4402,4000,331.7682474
40:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.17664093,-2.171241731,3020,-0.622856748,-0.450396596,50,0.1,0.1,0.1,330.8,-30.2,9.04,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90404,116.40404,4404,4000,332.1756764
