flightTime,trackId,planId,lng,lat,alt,heading,pitch,roll
2026-06-04 10:04:49.500,drone_002,PLAN2,103.904031,30.77374,2542.5,235.14,0.02,26.01
2026-06-04 10:04:50.000,drone_001,PLAN2,104.213391,30.570572,2912.1,265.7,-0.15,27.78
2026-06-04 10:04:50.000,drone_002,PLAN2,103.904303,30.774582,2543.4,234.6,0.14,25.63
2026-06-04 10:04:50.500,drone_001,PLAN2,104.214027,30.571301,2911.4,265.67,-0.5,28.63
2026-06-04 10:04:50.500,drone_002,PLAN2,103.904544,30.775367,2544.5,233.67,-0.05,26.36
2026-06-04 10:04:51.000,drone_001,PLAN2,104.214553,30.572001,2912.2,266.75,-0.05,27.63
2026-06-04 10:04:51.000,drone_002,PLAN2,103.904926,30.776106,2545.5,233.12,1.67,25.77
2026-06-04 10:04:51.500,drone_001,PLAN2,104.215202,30.5727,2911.9,267.46,0.18,28.66
2026-06-04 10:04:51.500,drone_002,PLAN2,103.905128,30.776881,2547.7,232.34,0.19,25.4
2026-06-04 10:04:52.000,drone_001,PLAN2,104.21576,30.573429,2909.2,268.02,0.01,28.76
2026-06-04 10:04:52.000,drone_002,PLAN2,103.905433,30.777704,2545.1,231.57,0.94,25.52
2026-06-04 10:04:52.500,drone_001,PLAN2,104.216346,30.574201,2907.7,269.04,0.06,27.75
2026-06-04 10:04:52.500,drone_002,PLAN2,103.905681,30.778396,2546.1,230.75,-0.74,25.88
2026-06-04 10:04:53.000,drone_001,PLAN2,104.216936,30.574917,2908.4,269.64,-0.35,27.93
2026-06-04 10:04:53.000,drone_002,PLAN2,103.90605,30.779198,2546.4,230.48,0.3,25.86
2026-06-04 10:04:53.500,drone_001,PLAN2,104.217553,30.575727,2908.0,270.65,0.26,27.42
2026-06-04 10:04:53.500,drone_002,PLAN2,103.906325,30.780049,2545.8,229.83,-0.29,25.5
2026-06-04 10:04:54.000,drone_001,PLAN2,104.218105,30.576372,2906.5,271.43,0.36,28.59
2026-06-04 10:04:54.000,drone_002,PLAN2,103.906575,30.780779,2544.9,229.3,0.11,26.52
2026-06-04 10:04:54.500,drone_001,PLAN2,104.218686,30.577152,2906.9,271.84,-0.15,27.19
2026-06-04 10:04:54.500,drone_002,PLAN2,103.906868,30.781651,2548.0,227.82,-0.19,26.39
2026-06-04 10:04:55.000,drone_001,PLAN2,104.219326,30.577916,2903.8,273.12,-0.32,28.19
2026-06-04 10:04:55.000,drone_002,PLAN2,103.907209,30.782453,2545.5,226.97,0.36,26.4
2026-06-04 10:04:55.500,drone_001,PLAN2,104.2199,30.578586,2904.9,273.82,0.26,28.81
2026-06-04 10:04:55.500,drone_002,PLAN2,103.907486,30.783204,2547.3,226.87,-0.7,25.88
2026-06-04 10:04:56.000,drone_001,PLAN2,104.220533,30.5794,2904.1,274.08,-0.3,28.95
2026-06-04 10:04:56.000,drone_002,PLAN2,103.907755,30.783985,2547.8,225.61,1.56,26.23
2026-06-04 10:04:56.500,drone_001,PLAN2,104.221156,30.580092,2904.7,275.18,-0.61,27.41
2026-06-04 10:04:56.500,drone_002,PLAN2,103.908044,30.784826,2546.8,224.95,0.6,25.53
2026-06-04 10:04:57.000,drone_001,PLAN2,104.221744,30.580856,2901.9,276.03,-0.28,28.07
2026-06-04 10:04:57.000,drone_002,PLAN2,103.908356,30.785626,2548.1,223.74,1.21,26.39
2026-06-04 10:04:57.500,drone_001,PLAN2,104.222366,30.581636,2902.5,276.52,-1.04,27.98
2026-06-04 10:04:57.500,drone_002,PLAN2,103.908669,30.786425,2548.1,223.36,0.74,26.23
2026-06-04 10:04:58.000,drone_001,PLAN2,104.222937,30.582391,2901.0,277.83,-0.15,28.45
2026-06-04 10:04:58.000,drone_002,PLAN2,103.908989,30.78713,2550.3,222.71,0.58,25.14
2026-06-04 10:04:58.500,drone_001,PLAN2,104.223507,30.583138,2902.8,277.89,-0.91,27.94
2026-06-04 10:04:58.500,drone_002,PLAN2,103.90929,30.788001,2549.1,222.18,0.16,25.65
2026-06-04 10:04:59.000,drone_001,PLAN2,104.224115,30.583913,2900.3,279.15,-1.43,27.91
2026-06-04 10:04:59.000,drone_002,PLAN2,103.909535,30.788813,2548.4,221.12,0.5,25.52
2026-06-04 10:04:59.500,drone_001,PLAN2,104.224717,30.584638,2900.0,279.37,-0.88,28.37
2026-06-04 10:04:59.500,drone_002,PLAN2,103.90984,30.789593,2548.8,219.98,0.3,25.96
2026-06-04 10:05:00.000,drone_001,PLAN2,104.225364,30.585392,2899.1,280.3,-0.54,28.07
2026-06-04 10:05:00.000,drone_002,PLAN2,103.910131,30.790401,2549.6,219.32,0.02,26.49
2026-06-04 10:05:00.500,drone_001,PLAN2,104.225875,30.586181,2899.1,281.24,0.15,27.81
2026-06-04 10:05:00.500,drone_002,PLAN2,103.910436,30.791185,2550.7,218.67,-0.38,25.09
2026-06-04 10:05:01.000,drone_001,PLAN2,104.226504,30.586817,2900.4,281.55,0.41,27.92
2026-06-04 10:05:01.000,drone_002,PLAN2,103.910724,30.792062,2552.3,218.1,-0.7,24.72
2026-06-04 10:05:01.500,drone_001,PLAN2,104.227103,30.587628,2898.3,282.32,0.48,28.4
2026-06-04 10:05:01.500,drone_002,PLAN2,103.911039,30.792784,2552.2,216.86,0.22,26.55
2026-06-04 10:05:02.000,drone_001,PLAN2,104.22773,30.58842,2900.3,282.76,-0.8,28.24
2026-06-04 10:05:02.000,drone_002,PLAN2,103.911349,30.79358,2551.8,216.91,0.26,25.94
2026-06-04 10:05:02.500,drone_001,PLAN2,104.228344,30.589096,2894.9,284.36,-0.47,27.13
2026-06-04 10:05:02.500,drone_002,PLAN2,103.911675,30.794454,2551.7,216.0,-0.14,25.07
2026-06-04 10:05:03.000,drone_001,PLAN2,104.228822,30.589867,2893.9,284.99,-0.4,28.94
2026-06-04 10:05:03.000,drone_002,PLAN2,103.911954,30.795152,2553.2,214.86,0.08,25.05
2026-06-04 10:05:03.500,drone_001,PLAN2,104.229481,30.590626,2893.9,285.45,0.06,26.76
2026-06-04 10:05:03.500,drone_002,PLAN2,103.912196,30.795962,2552.9,214.15,0.56,26.53
2026-06-04 10:05:04.000,drone_001,PLAN2,104.230062,30.591376,2894.7,286.45,-0.94,27.62
2026-06-04 10:05:04.000,drone_002,PLAN2,103.912529,30.796766,2552.7,213.85,-0.61,25.12
2026-06-04 10:05:04.500,drone_001,PLAN2,104.23067,30.592083,2893.6,287.11,0.11,27.86
2026-06-04 10:05:04.500,drone_002,PLAN2,103.912792,30.797523,2550.4,212.84,0.86,24.73
2026-06-04 10:05:05.000,drone_001,PLAN2,104.231333,30.5928,2891.6,287.8,0.15,27.78
2026-06-04 10:05:05.000,drone_002,PLAN2,103.913116,30.798336,2552.7,211.97,0.37,25.83
2026-06-04 10:05:05.500,drone_001,PLAN2,104.23191,30.593607,2893.7,287.79,-0.95,27.54
2026-06-04 10:05:05.500,drone_002,PLAN2,103.913368,30.799204,2553.8,211.17,-0.79,25.94
2026-06-04 10:05:06.000,drone_001,PLAN2,104.232433,30.594351,2892.7,289.19,-0.35,28.1
2026-06-04 10:05:06.000,drone_002,PLAN2,103.91368,30.79996,2553.1,210.62,1.03,24.93
2026-06-04 10:05:06.500,drone_001,PLAN2,104.233002,30.595069,2892.5,290.99,-0.45,28.47
2026-06-04 10:05:06.500,drone_002,PLAN2,103.913973,30.800739,2553.4,209.72,-0.28,26.26
2026-06-04 10:05:07.000,drone_001,PLAN2,104.23364,30.595807,2890.2,290.96,-0.15,28.35
2026-06-04 10:05:07.000,drone_002,PLAN2,103.914331,30.80156,2551.9,208.69,0.57,25.65
2026-06-04 10:05:07.500,drone_001,PLAN2,104.23428,30.596541,2891.3,291.73,-0.36,28.49
2026-06-04 10:05:07.500,drone_002,PLAN2,103.914539,30.802338,2556.0,208.14,0.19,25.7
2026-06-04 10:05:08.000,drone_001,PLAN2,104.234799,30.597268,2888.7,292.49,-0.56,28.21
2026-06-04 10:05:08.000,drone_002,PLAN2,103.914875,30.803117,2554.9,207.52,-0.04,26.19
2026-06-04 10:05:08.500,drone_001,PLAN2,104.235435,30.597966,2887.5,293.19,-0.31,27.89
2026-06-04 10:05:08.500,drone_002,PLAN2,103.915157,30.803883,2556.2,206.82,0.24,25.21
2026-06-04 10:05:09.000,drone_001,PLAN2,104.235997,30.598653,2888.0,293.69,-0.39,28.43
2026-06-04 10:05:09.000,drone_002,PLAN2,103.915343,30.804657,2554.2,206.87,1.13,24.9
2026-06-04 10:05:09.500,drone_001,PLAN2,104.236636,30.59943,2888.7,294.54,-0.2,28.68
2026-06-04 10:05:09.500,drone_002,PLAN2,103.915706,30.805444,2556.9,205.37,-0.19,24.98
2026-06-04 10:05:10.000,drone_001,PLAN2,104.237152,30.600199,2887.1,295.1,-0.13,28.73
2026-06-04 10:05:10.000,drone_002,PLAN2,103.915992,30.806275,2556.9,204.94,-0.13,26.37
2026-06-04 10:05:10.500,drone_001,PLAN2,104.23779,30.600856,2886.4,295.93,-0.2,27.36
2026-06-04 10:05:10.500,drone_002,PLAN2,103.916315,30.806997,2555.8,204.02,-0.15,25.01
2026-06-04 10:05:11.000,drone_001,PLAN2,104.238399,30.601615,2885.9,297.32,-0.12,27.97
2026-06-04 10:05:11.000,drone_002,PLAN2,103.916477,30.807824,2556.4,202.97,0.81,24.4
2026-06-04 10:05:11.500,drone_001,PLAN2,104.238978,30.602276,2886.9,297.55,-1.0,28.93
2026-06-04 10:05:11.500,drone_002,PLAN2,103.91685,30.808487,2558.2,202.51,0.67,25.84
2026-06-04 10:05:12.000,drone_001,PLAN2,104.23952,30.60295,2884.3,298.37,-0.76,27.81
2026-06-04 10:05:12.000,drone_002,PLAN2,103.917088,30.809352,2556.6,201.63,0.73,25.79
2026-06-04 10:05:12.500,drone_001,PLAN2,104.240119,30.603678,2883.2,299.66,0.66,27.75
2026-06-04 10:05:12.500,drone_002,PLAN2,103.917296,30.810088,2559.5,200.62,-0.46,25.77
2026-06-04 10:05:13.000,drone_001,PLAN2,104.240684,30.604412,2884.5,299.8,0.4,28.06
2026-06-04 10:05:13.000,drone_002,PLAN2,103.917586,30.81087,2559.0,200.21,-0.26,26.37
2026-06-04 10:05:13.500,drone_001,PLAN2,104.241298,30.605108,2883.5,300.76,0.58,28.31
2026-06-04 10:05:13.500,drone_002,PLAN2,103.91787,30.811626,2560.6,199.33,0.51,25.33
2026-06-04 10:05:14.000,drone_001,PLAN2,104.241805,30.605722,2882.6,301.49,-0.29,27.86
2026-06-04 10:05:14.000,drone_002,PLAN2,103.918144,30.812393,2559.1,198.06,1.08,25.57
2026-06-04 10:05:14.500,drone_001,PLAN2,104.24243,30.606467,2882.6,302.03,-0.35,28.38
2026-06-04 10:05:14.500,drone_002,PLAN2,103.918357,30.813106,2558.8,197.93,0.7,24.94
2026-06-04 10:05:15.000,drone_001,PLAN2,104.242984,30.607176,2881.0,302.37,0.0,27.98
2026-06-04 10:05:15.000,drone_002,PLAN2,103.918727,30.813873,2559.3,197.5,0.49,25.94
2026-06-04 10:05:15.500,drone_001,PLAN2,104.243569,30.607846,2881.4,303.63,-0.59,27.34
2026-06-04 10:05:15.500,drone_002,PLAN2,103.918938,30.814617,2559.7,196.21,0.13,25.06
2026-06-04 10:05:16.000,drone_001,PLAN2,104.244137,30.6085,2879.6,304.52,0.01,28.11
2026-06-04 10:05:16.000,drone_002,PLAN2,103.919215,30.815403,2559.5,195.71,0.12,26.17
2026-06-04 10:05:16.500,drone_001,PLAN2,104.244777,30.60919,2879.4,305.0,-0.49,27.69
2026-06-04 10:05:16.500,drone_002,PLAN2,103.919427,30.816108,2559.2,194.33,0.48,25.57
2026-06-04 10:05:17.000,drone_001,PLAN2,104.245279,30.609877,2880.9,305.91,-0.6,27.91
2026-06-04 10:05:17.000,drone_002,PLAN2,103.919652,30.816876,2558.8,194.49,-0.38,25.75
2026-06-04 10:05:17.500,drone_001,PLAN2,104.245873,30.610535,2879.2,306.53,-1.45,26.92
2026-06-04 10:05:17.500,drone_002,PLAN2,103.919919,30.817578,2561.9,192.97,-0.32,25.19
2026-06-04 10:05:18.000,drone_001,PLAN2,104.246461,30.611136,2874.3,307.11,0.05,28.24
2026-06-04 10:05:18.000,drone_002,PLAN2,103.920188,30.81829,2562.3,192.24,0.21,26.23
2026-06-04 10:05:18.500,drone_001,PLAN2,104.246996,30.611816,2877.2,307.85,-1.67,27.69
2026-06-04 10:05:18.500,drone_002,PLAN2,103.920381,30.818967,2560.3,192.02,-0.42,25.16
2026-06-04 10:05:19.000,drone_001,PLAN2,104.247548,30.612464,2876.9,309.1,-1.17,28.14
2026-06-04 10:05:19.000,drone_002,PLAN2,103.92064,30.819769,2564.0,190.62,0.72,26.08
2026-06-04 10:05:19.500,drone_001,PLAN2,104.248173,30.613106,2875.8,309.94,-1.14,26.92
2026-06-04 10:05:19.500,drone_002,PLAN2,103.92085,30.820534,2562.3,191.0,-0.48,25.18
2026-06-04 10:05:20.000,drone_001,PLAN2,104.248677,30.61379,2873.5,310.56,0.02,29.05
2026-06-04 10:05:20.000,drone_002,PLAN2,103.921079,30.821135,2562.0,188.98,-0.78,26.14
2026-06-04 10:05:20.500,drone_001,PLAN2,104.249187,30.614425,2873.7,310.84,0.01,27.33
2026-06-04 10:05:20.500,drone_002,PLAN2,103.921275,30.821908,2564.0,188.86,0.1,25.05
2026-06-04 10:05:21.000,drone_001,PLAN2,104.249833,30.614997,2875.1,312.21,-0.28,27.19
2026-06-04 10:05:21.000,drone_002,PLAN2,103.921526,30.822648,2564.0,188.14,-0.14,26.07
2026-06-04 10:05:21.500,drone_001,PLAN2,104.250345,30.615578,2873.2,312.68,0.86,28.36
2026-06-04 10:05:21.500,drone_002,PLAN2,103.921775,30.823355,2563.5,187.2,-0.25,25.78
2026-06-04 10:05:22.000,drone_001,PLAN2,104.250928,30.616242,2872.7,313.76,-0.78,28.23
2026-06-04 10:05:22.000,drone_002,PLAN2,103.921992,30.824015,2564.2,186.17,-0.47,25.93
2026-06-04 10:05:22.500,drone_001,PLAN2,104.251443,30.616814,2872.8,314.11,-0.38,28.49
2026-06-04 10:05:22.500,drone_002,PLAN2,103.922196,30.824715,2563.9,186.4,-0.17,25.67
2026-06-04 10:05:23.000,drone_001,PLAN2,104.251991,30.617455,2871.5,315.23,-1.24,27.55
2026-06-04 10:05:23.000,drone_002,PLAN2,103.922401,30.825353,2562.7,185.43,-0.59,25.49
2026-06-04 10:05:23.500,drone_001,PLAN2,104.252534,30.618016,2869.3,315.67,-0.78,27.1
2026-06-04 10:05:23.500,drone_002,PLAN2,103.922567,30.826119,2564.9,184.48,0.37,25.91
2026-06-04 10:05:24.000,drone_001,PLAN2,104.253063,30.618589,2870.0,316.0,-0.06,29.16
2026-06-04 10:05:24.000,drone_002,PLAN2,103.922786,30.826685,2564.4,183.61,-0.31,25.84
2026-06-04 10:05:24.500,drone_001,PLAN2,104.253657,30.619226,2868.7,317.26,-0.14,27.89
2026-06-04 10:05:24.500,drone_002,PLAN2,103.922975,30.827361,2565.4,182.69,0.73,25.82
2026-06-04 10:05:25.000,drone_001,PLAN2,104.254206,30.619788,2869.3,317.89,-0.45,27.37
2026-06-04 10:05:25.000,drone_002,PLAN2,103.923194,30.828152,2564.7,182.12,0.15,26.02
2026-06-04 10:05:25.500,drone_001,PLAN2,104.254734,30.620289,2867.2,318.47,-0.18,27.62
2026-06-04 10:05:25.500,drone_002,PLAN2,103.923367,30.828776,2566.4,181.82,1.18,24.91
2026-06-04 10:05:26.000,drone_001,PLAN2,104.255219,30.620853,2866.7,318.98,0.11,27.46
2026-06-04 10:05:26.000,drone_002,PLAN2,103.923553,30.829415,2567.0,180.96,0.56,26.26
2026-06-04 10:05:26.500,drone_001,PLAN2,104.255745,30.621467,2866.9,319.69,-0.47,28.14
2026-06-04 10:05:26.500,drone_002,PLAN2,103.923738,30.830112,2565.8,179.63,-0.02,25.59
2026-06-04 10:05:27.000,drone_001,PLAN2,104.256308,30.622001,2866.0,321.3,0.26,27.55
2026-06-04 10:05:27.000,drone_002,PLAN2,103.923917,30.830745,2567.4,178.78,-0.17,25.33
2026-06-04 10:05:27.500,drone_001,PLAN2,104.256819,30.622523,2867.1,322.02,-0.78,27.73
2026-06-04 10:05:27.500,drone_002,PLAN2,103.924059,30.831346,2568.1,178.34,0.07,26.18
2026-06-04 10:05:28.000,drone_001,PLAN2,104.257326,30.623082,2867.0,322.12,-0.44,28.46
2026-06-04 10:05:28.000,drone_002,PLAN2,103.924239,30.831984,2566.2,177.72,1.33,26.24
2026-06-04 10:05:28.500,drone_001,PLAN2,104.25788,30.623558,2863.0,323.12,0.01,27.08
2026-06-04 10:05:28.500,drone_002,PLAN2,103.924376,30.832614,2566.7,176.58,0.2,25.22
2026-06-04 10:05:29.000,drone_001,PLAN2,104.258414,30.624097,2866.0,323.97,0.27,27.79
2026-06-04 10:05:29.000,drone_002,PLAN2,103.924546,30.833246,2568.0,176.28,0.03,26.45
2026-06-04 10:05:29.500,drone_001,PLAN2,104.258874,30.624581,2861.5,324.22,-0.21,27.99
2026-06-04 10:05:29.500,drone_002,PLAN2,103.924705,30.83386,2568.7,174.95,0.47,25.39
2026-06-04 10:05:30.000,drone_001,PLAN2,104.259428,30.625118,2863.1,325.67,-0.4,28.41
2026-06-04 10:05:30.000,drone_002,PLAN2,103.924877,30.834499,2567.9,174.33,0.54,26.0
2026-06-04 10:05:30.500,drone_001,PLAN2,104.259936,30.625623,2861.7,326.23,0.81,27.85
2026-06-04 10:05:30.500,drone_002,PLAN2,103.925081,30.835145,2567.9,173.67,0.6,26.12
2026-06-04 10:05:31.000,drone_001,PLAN2,104.260416,30.626076,2860.0,327.01,-0.51,27.57
2026-06-04 10:05:31.000,drone_002,PLAN2,103.925171,30.835639,2567.2,173.16,-0.72,25.88
2026-06-04 10:05:31.500,drone_001,PLAN2,104.260871,30.626605,2861.5,327.78,-0.63,28.19
2026-06-04 10:05:31.500,drone_002,PLAN2,103.925321,30.836243,2569.2,172.27,-0.34,25.89
2026-06-04 10:05:32.000,drone_001,PLAN2,104.261426,30.627015,2860.0,328.05,-0.44,27.77
2026-06-04 10:05:32.000,drone_002,PLAN2,103.925394,30.836931,2569.8,172.01,-0.08,25.55
2026-06-04 10:05:32.500,drone_001,PLAN2,104.261962,30.627491,2860.3,328.82,-0.51,28.53
2026-06-04 10:05:32.500,drone_002,PLAN2,103.925515,30.837439,2569.5,170.55,0.39,26.06
2026-06-04 10:05:33.000,drone_001,PLAN2,104.262417,30.627887,2860.5,330.3,0.23,28.36
2026-06-04 10:05:33.000,drone_002,PLAN2,103.925688,30.838014,2569.7,169.75,-0.59,24.94
2026-06-04 10:05:33.500,drone_001,PLAN2,104.262935,30.628382,2858.7,330.99,-0.43,28.39
2026-06-04 10:05:33.500,drone_002,PLAN2,103.925823,30.838583,2570.8,169.16,0.79,25.73
2026-06-04 10:05:34.000,drone_001,PLAN2,104.26341,30.628786,2857.2,331.66,-1.49,28.22
2026-06-04 10:05:34.000,drone_002,PLAN2,103.925892,30.839159,2569.9,168.8,0.44,25.39
2026-06-04 10:05:34.500,drone_001,PLAN2,104.263909,30.629145,2859.1,332.52,-0.78,28.74
2026-06-04 10:05:34.500,drone_002,PLAN2,103.92602,30.839717,2571.9,167.64,0.52,25.53
2026-06-04 10:05:35.000,drone_001,PLAN2,104.264378,30.629592,2857.5,332.84,-0.66,28.17
2026-06-04 10:05:35.000,drone_002,PLAN2,103.9261,30.840344,2571.2,167.04,-0.09,26.27
2026-06-04 10:05:35.500,drone_001,PLAN2,104.264835,30.629964,2856.8,333.95,-0.52,27.84
2026-06-04 10:05:35.500,drone_002,PLAN2,103.926126,30.840828,2571.5,165.79,-0.35,24.72
2026-06-04 10:05:36.000,drone_001,PLAN2,104.265404,30.630419,2855.6,334.56,0.01,27.44
2026-06-04 10:05:36.000,drone_002,PLAN2,103.926274,30.841351,2571.2,165.9,0.18,25.33
2026-06-04 10:05:36.500,drone_001,PLAN2,104.265862,30.630834,2853.5,335.27,-0.62,27.68
2026-06-04 10:05:36.500,drone_002,PLAN2,103.926353,30.841879,2571.6,164.53,0.89,26.03
2026-06-04 10:05:37.000,drone_001,PLAN2,104.266334,30.631237,2854.4,336.08,-0.49,28.69
2026-06-04 10:05:37.000,drone_002,PLAN2,103.926434,30.842352,2571.2,164.37,-0.24,25.29
2026-06-04 10:05:37.500,drone_001,PLAN2,104.266828,30.631569,2853.1,336.94,-0.91,27.34
2026-06-04 10:05:37.500,drone_002,PLAN2,103.926516,30.842947,2572.5,163.62,1.16,25.99
2026-06-04 10:05:38.000,drone_001,PLAN2,104.267294,30.631975,2854.6,337.15,0.34,27.82
2026-06-04 10:05:38.000,drone_002,PLAN2,103.926567,30.843434,2572.6,162.44,0.6,26.07
2026-06-04 10:05:38.500,drone_001,PLAN2,104.267748,30.632282,2853.3,338.63,-0.05,28.28
2026-06-04 10:05:38.500,drone_002,PLAN2,103.926612,30.843943,2573.9,161.42,-0.76,25.91
2026-06-04 10:05:39.000,drone_001,PLAN2,104.268223,30.632626,2853.4,339.22,0.02,27.88
2026-06-04 10:05:39.000,drone_002,PLAN2,103.926712,30.844515,2573.0,160.92,-0.54,25.59
2026-06-04 10:05:39.500,drone_001,PLAN2,104.268606,30.632949,2851.2,339.27,0.04,28.1
2026-06-04 10:05:39.500,drone_002,PLAN2,103.926752,30.844946,2573.7,160.5,0.18,25.12
2026-06-04 10:05:40.000,drone_001,PLAN2,104.26911,30.633244,2852.4,340.21,-0.24,28.31
2026-06-04 10:05:40.000,drone_002,PLAN2,103.926824,30.845386,2572.7,159.12,-0.07,25.07
2026-06-04 10:05:40.500,drone_001,PLAN2,104.269574,30.633623,2850.1,340.89,0.3,27.03
2026-06-04 10:05:40.500,drone_002,PLAN2,103.926771,30.845891,2574.1,158.38,0.32,25.4
2026-06-04 10:05:41.000,drone_001,PLAN2,104.269968,30.633834,2848.8,342.12,-0.03,28.01
2026-06-04 10:05:41.000,drone_002,PLAN2,103.926844,30.846332,2575.3,157.51,-0.7,24.6
2026-06-04 10:05:41.500,drone_001,PLAN2,104.270463,30.634174,2850.5,343.07,-0.27,27.52
2026-06-04 10:05:41.500,drone_002,PLAN2,103.926858,30.846816,2575.2,157.67,-0.15,25.26
2026-06-04 10:05:42.000,drone_001,PLAN2,104.270866,30.634419,2849.1,343.61,-0.7,27.91
2026-06-04 10:05:42.000,drone_002,PLAN2,103.926926,30.847307,2575.7,156.54,0.33,25.28
2026-06-04 10:05:42.500,drone_001,PLAN2,104.271308,30.634751,2849.2,344.6,0.8,28.7
2026-06-04 10:05:42.500,drone_002,PLAN2,103.926856,30.847735,2575.8,155.19,-0.02,25.46
2026-06-04 10:05:43.000,drone_001,PLAN2,104.271716,30.635003,2848.1,345.29,-0.51,28.2
2026-06-04 10:05:43.000,drone_002,PLAN2,103.926921,30.848151,2576.8,154.99,0.21,26.03
2026-06-04 10:05:43.500,drone_001,PLAN2,104.272204,30.635205,2848.4,345.67,-0.56,28.22
2026-06-04 10:05:43.500,drone_002,PLAN2,103.926909,30.848606,2575.7,154.43,0.07,26.48
2026-06-04 10:05:44.000,drone_001,PLAN2,104.272611,30.635496,2846.1,346.33,0.73,27.2
2026-06-04 10:05:44.000,drone_002,PLAN2,103.926895,30.849027,2575.2,153.62,0.02,25.2
2026-06-04 10:05:44.500,drone_001,PLAN2,104.273054,30.635721,2846.5,347.2,-0.27,28.32
2026-06-04 10:05:44.500,drone_002,PLAN2,103.926924,30.849416,2576.3,152.73,0.11,25.25
2026-06-04 10:05:45.000,drone_001,PLAN2,104.273506,30.635949,2846.9,347.93,-0.72,28.08
2026-06-04 10:05:45.000,drone_002,PLAN2,103.926886,30.849844,2577.4,151.63,-0.67,25.04
2026-06-04 10:05:45.500,drone_001,PLAN2,104.273866,30.636154,2844.4,348.83,0.62,27.67
2026-06-04 10:05:45.500,drone_002,PLAN2,103.926794,30.850296,2575.3,151.02,0.15,25.96
2026-06-04 10:05:46.000,drone_001,PLAN2,104.27432,30.636317,2845.8,349.52,-0.85,28.84
2026-06-04 10:05:46.000,drone_002,PLAN2,103.926853,30.850599,2577.7,150.48,-0.96,26.27
2026-06-04 10:05:46.500,drone_001,PLAN2,104.274689,30.636514,2845.2,350.2,-0.53,27.74
2026-06-04 10:05:46.500,drone_002,PLAN2,103.926848,30.850986,2577.6,149.47,-0.12,25.3
2026-06-04 10:05:47.000,drone_001,PLAN2,104.27508,30.636756,2843.3,350.73,0.18,28.22
2026-06-04 10:05:47.000,drone_002,PLAN2,103.926738,30.851373,2577.7,149.18,-0.08,26.06
2026-06-04 10:05:47.500,drone_001,PLAN2,104.275513,30.636905,2844.4,351.45,0.22,27.89
2026-06-04 10:05:47.500,drone_002,PLAN2,103.926664,30.851742,2579.6,148.3,0.28,25.85
2026-06-04 10:05:48.000,drone_001,PLAN2,104.275901,30.637033,2843.4,352.57,-1.32,28.11
2026-06-04 10:05:48.000,drone_002,PLAN2,103.926649,30.852119,2578.2,147.44,0.56,25.48
2026-06-04 10:05:48.500,drone_001,PLAN2,104.276329,30.637213,2842.1,353.67,0.23,28.93
2026-06-04 10:05:48.500,drone_002,PLAN2,103.926595,30.852463,2578.8,146.51,-0.03,25.41
2026-06-04 10:05:49.000,drone_001,PLAN2,104.276677,30.637302,2841.4,353.78,0.01,28.46
2026-06-04 10:05:49.000,drone_002,PLAN2,103.926525,30.852849,2579.7,145.78,-0.66,25.47
2026-06-04 10:05:49.500,drone_001,PLAN2,104.277142,30.637419,2841.3,353.93,-0.39,28.69
2026-06-04 10:05:49.500,drone_002,PLAN2,103.926455,30.853216,2579.0,145.08,-0.26,25.24
2026-06-04 10:05:50.000,drone_001,PLAN2,104.277485,30.637546,2840.3,355.76,0.62,27.67
2026-06-04 10:05:50.000,drone_002,PLAN2,103.926396,30.853506,2582.6,144.26,-0.47,25.72
2026-06-04 10:05:50.500,drone_001,PLAN2,104.277848,30.637631,2841.3,356.12,-0.03,27.34
2026-06-04 10:05:50.500,drone_002,PLAN2,103.926319,30.853769,2580.6,143.64,-0.92,24.49
2026-06-04 10:05:51.000,drone_001,PLAN2,104.278258,30.63777,2839.0,356.67,-1.7,28.38
2026-06-04 10:05:51.000,drone_002,PLAN2,103.926219,30.854129,2582.0,143.31,0.19,25.63
2026-06-04 10:05:51.500,drone_001,PLAN2,104.278561,30.637742,2840.0,358.2,-0.17,28.0
2026-06-04 10:05:51.500,drone_002,PLAN2,103.926116,30.854394,2580.8,141.96,1.23,26.25
2026-06-04 10:05:52.000,drone_001,PLAN2,104.279012,30.637946,2837.3,358.47,-0.26,27.31
2026-06-04 10:05:52.000,drone_002,PLAN2,103.926068,30.854741,2581.1,141.49,0.08,26.02
2026-06-04 10:05:52.500,drone_001,PLAN2,104.279362,30.637976,2838.9,359.01,0.84,27.96
2026-06-04 10:05:52.500,drone_002,PLAN2,103.925915,30.855035,2580.8,140.49,-0.63,25.7
2026-06-04 10:05:53.000,drone_001,PLAN2,104.279733,30.637982,2839.2,359.9,-0.38,27.83
2026-06-04 10:05:53.000,drone_002,PLAN2,103.925754,30.855286,2580.1,139.97,-0.67,25.83
2026-06-04 10:05:53.500,drone_001,PLAN2,104.280066,30.638094,2836.3,0.3,-0.22,28.44
2026-06-04 10:05:53.500,drone_002,PLAN2,103.925643,30.855577,2580.7,139.13,0.3,26.35
2026-06-04 10:05:54.000,drone_001,PLAN2,104.280457,30.638039,2837.5,1.88,-0.72,28.46
2026-06-04 10:05:54.000,drone_002,PLAN2,103.92557,30.855827,2580.8,138.77,0.56,25.62
2026-06-04 10:05:54.500,drone_001,PLAN2,104.280789,30.638069,2837.7,2.5,-0.59,27.6
